stop_id,stop_name,stop_lat,stop_lon
9206,Malayambakkam Stalin Nagar,13.02901,80.09019
9209,Kasi Theatre,13.02920,80.20888
9210,Kasi Theatre,13.02926,80.20868
9211,Rayala Nagar,13.02938,80.18362
9212,Rayala Nagar,13.02947,80.18353
9213,Covam,13.02948,79.82663
9208,Gangai Amman Kovil,13.02919,80.21247
9207,Gangai Amman Kovil,13.02918,80.21244
9525,Kumar Theatre,13.06221,80.14978
9214,Sengadu,13.02956,79.91855
9215,Covam,13.02959,79.82673
9217,Kasi Theatre,13.03017,80.20921
9218,Ragava Nagar,13.03038,80.21446
9219,Ragava Nagar,13.03042,80.21441
9220,Porur E B Office,13.03064,80.15293
9221,Porur E B Office,13.03096,80.15300
9222,Mappedu Old Police Station,13.03098,79.86175
9223,Anjali Mahal,13.03100,80.19660
9226,Intercity Bus Stop,13.03131,80.21572
9230,Ramapuram Ashram,13.03149,80.18386
9231,Indra Colony,13.03149,80.20250
9234,Saravana Electrical,13.03156,80.19923
9236,Kk Nagar Telephone Exchange Jaffarkhanpet,13.03160,80.20959
9237,Saravana Electrical,13.03160,80.19925
9238,Nellai Stores,13.03162,80.18755
9228,Sullaipallam,13.03147,80.19180
9233,Nesapakkam Mgr Statue,13.03152,80.19116
9232,Nesapakkam Mgr Statue,13.03152,80.19123
9227,Sullaipallam,13.03135,80.19170
9235,Meppur,13.03158,80.08249
9245,Srm University,13.03172,80.17865
9246,Balaji Hospital,13.03172,80.18674
9247,Ramapuram Ashram,13.03175,80.18395
9248,Srm University,13.03176,80.17867
9250,Mangadu,13.03183,80.11123
9251,Ram Colony,13.03186,80.21261
9252,Maranatha Church,13.03232,80.13479
9253,Maranatha Church,13.03233,80.13484
9254,Nandanam Military Quarters,13.03258,80.24293
9255,Bharathidasan Colony,13.03266,80.20532
9256,Bharathidasan Colony,13.03271,80.20530
9257,Nandanam Military Quarters,13.03273,80.24271
9259,Kailankadai,13.03293,80.20302
9261,Kailankadai,13.03296,80.20298
9262,Santhome Church,13.03298,80.27965
9263,Santhome Church,13.03308,80.27963
9264,Mappedu Road Junction,13.03317,79.85340
9265,Mappedu Road Junction,13.03337,79.85334
9266,Gopala Krishna Theatre,13.03349,80.16162
9267,Nesapakkam School,13.03368,80.19161
9268,Nesapakkam School,13.03368,80.19167
9260,Ramapuram,13.03295,80.17586
9258,Ramapuram,13.03292,80.17584
9272,L N P Kovil Ramapuram,13.03416,80.18383
9273,L N P Kovil Ramapuram,13.03421,80.18372
9274,Ram Colony,13.03423,80.21617
9276,Kutchery Road,13.03434,80.27324
9278,Porur,13.03439,80.15627
9279,Kutchery Road,13.03443,80.27326
9280,Selvarani Thirumana Mandapam,13.03495,80.13481
9281,Selvarani Thirumana Mandapam,13.03496,80.13486
9282,Cp Ramasamy Road,13.03503,80.25711
9283,Mylapore Police Station,13.03503,80.27088
9284,Mylapore Police Station,13.03508,80.27059
9285,Barathidasan Road,13.03511,80.25378
9286,S I E T College,13.03528,80.24613
9287,Porur,13.03534,80.15652
9288,Kondencherri,13.03535,79.83590
9289,Kondencherri,13.03546,79.83593
9290,Porur Arcot Road,13.03551,80.15649
9292,Eraiyamangalam,13.03561,79.85148
9293,Eraiyamangalam,13.03562,79.85168
9294,S I E T College,13.03580,80.24603
9295,Irulapalayam Road Junction,13.03597,80.04408
9296,Kondencherri New Colony,13.03601,79.83772
9291,Perumal Kovil,13.03558,80.23679
9297,Kondencherri New Colony,13.03605,79.83770
9298,Retteri Gandhi Nagar,13.03614,80.14833
9299,Chettiyar Agaram,13.03620,80.14609
9300,Mettum Nagar,13.03623,79.84868
9301,Irulapalayam Road Junction,13.03626,80.04402
9303,Mettum Nagar,13.03629,79.84867
9304,Hindi Preachara Sabha,13.03632,80.23936
9305,Chettiyar Agaram,13.03635,80.14610
9306,Pattammal Chatram,13.03637,79.81883
9307,Pattammal Chatram,13.03647,79.81880
9308,Postal Colony,13.03652,80.22059
9309,Postal Colony,13.03661,80.22075
9312,Nesapakkam,13.03724,80.19212
9313,Luz Corner,13.03730,80.26621
9315,Karambakkam,13.03738,80.15893
9316,Karambakkam,13.03745,80.15972
9317,Nochikuppam,13.03791,80.28020
9318,Nochikuppam,13.03791,80.28023
9311,Ramapuram Main Road,13.03701,80.18392
9310,Ramapuram Main Road,13.03690,80.18386
9314,Krs Pallavan Pharmacy College,13.03735,79.95772
9320,Gangai Amman Kovil,13.03812,80.11305
9319,Gangai Amman Kovil,13.03810,80.11319
9322,Lakshmi Nagar,13.03832,80.16502
9321,Lakshmi Nagar,13.03818,80.16474
9324,Anjaneyar Temple,13.03843,80.25913
9325,Kalaignar Nagar West,13.03877,80.18400
9326,Jai Garden,13.03878,80.16873
9327,Kalaignar Nagar West,13.03880,80.18408
9328,L And T,13.03881,80.05316
9329,Jai Garden,13.03885,80.16829
9330,L And T,13.03901,80.05297
9333,Krishna Temple,13.03919,80.23973
9334,Chendurpuram Main Road,13.03922,80.12678
9335,Chendurpuram Main Road,13.03927,80.12673
9323,Krs Pallavan Pharmacy College,13.03832,79.95762
9332,Agaram Mel,13.03912,80.07919
9337,All India Radio Light House,13.03940,80.27913
9338,All India Radio Light House,13.03974,80.27892
9339,Venkatesawar Nagar,13.03981,80.17445
9340,Venkatesawar Nagar,13.03984,80.17448
9331,Agaram Mel,13.03902,80.07912
9342,Pondy Bazar Globus,13.03996,80.24295
9350,Chembarambakkam,13.04089,80.05771
9344,Amman Nagar,13.04015,80.12275
9345,Amman Nagar,13.04019,80.12272
9346,Holy Angels School,13.04020,80.24128
9348,Indian Bank Gowda Road,13.04071,80.22153
9349,Indian Bank Gowda Road,13.04074,80.22147
9353,Ambedkar Bridge,13.04119,80.27450
9354,Anjugam School,13.04130,80.22167
9355,Darmaraja Nagar,13.04147,80.15754
9356,Darmaraja Nagar,13.04150,80.15759
9357,Narada Gana Sabha,13.04162,80.25875
9358,Anjugam School,13.04168,80.22164
9359,Kesavardhini,13.04190,80.17795
9360,Post Office Meppur,13.04198,80.07904
9361,Post Office Meppur,13.04200,80.07915
9351,Valasaravakkam,13.04105,80.17370
9352,Valasaravakkam,13.04118,80.17357
9362,Kesavardhini,13.04208,80.17811
9364,Vannan Kulam,13.04275,80.12377
9365,Alapakkam,13.04285,80.16381
9366,Alapakkam,13.04290,80.16390
9347,Chembarambakkam,13.04065,80.05755
9363,Panagal Park,13.04513,80.23256
9367,Vannan Kulam,13.04307,80.12267
9368,Irulpalayam,13.04310,80.03512
9369,Irulpalayam,13.04311,80.03532
9370,Kalyani Hospital City Centre,13.04330,80.27433
9373,Kumananchavadi,13.04389,80.11534
9374,Porur Toll Plaza,13.04397,80.14946
9375,Kumananchavadi,13.04397,80.11521
9376,Rice Mill Meppur,13.04433,80.07925
9377,Rice Mill Meppur,13.04437,80.07911
9378,Vmc Street,13.04443,80.26699
9379,S S Motor,13.04474,80.16478
9382,Poonamallee Municipality,13.04485,80.11558
9384,New Woodlands,13.04494,80.26283
9386,Vani Mahal,13.04513,80.23998
9381,Ag Dms Metro Station,13.04484,80.24812
9387,Murugan Idly Shop,13.04535,80.23270
9388,Porur Gardens,13.04586,80.15461
9385,Nazarathpet Police Check Post,13.04499,80.06867
9372,Jeeva Park,13.04386,80.23793
9371,Porur Toll Plaza,13.04348,80.14971
9390,Porur Gardens,13.04595,80.15458
9391,T R Studio,13.04597,80.14564
9392,Karayanchavadi,13.04628,80.11203
9393,Virugambakkam,13.04638,80.19010
9394,Virugambakkam,13.04667,80.19157
9395,Meccapuram,13.04669,80.27457
9396,Panimalar College,13.04686,80.07565
9397,Panimalar College,13.04701,80.07542
9399,Viveks And Company,13.04726,80.23309
9400,Viveks And Company,13.04729,80.23293
9403,Virugambakkam Saradha Nagar,13.04751,80.19590
9404,Avichi School,13.04752,80.19777
9405,Central Bank Of India,13.04759,80.16518
9406,Central Bank Of India,13.04767,80.16525
9407,Virugambakkam Saradha Nagar,13.04770,80.19581
9408,Bharathirajaa Hospital,13.04770,80.24510
9402,Padurmedu,13.04743,80.02581
9411,Bharathirajaa Hospital,13.04775,80.24485
9401,Padurmedu,13.04735,80.02570
9398,Vadapalani,13.04702,80.21218
9413,Murugan Temple,13.04806,80.14547
9414,Murugan Temple,13.04807,80.14552
9415,Gopalapuram,13.04815,80.26162
9416,Gopalapuram,13.04816,80.26158
9417,Gopalapuram,13.04818,80.26163
9418,Ganga Amman Kovil,13.04821,80.17741
9419,Ganga Amman Kovil,13.04824,80.17748
9420,Vishwaksena Arts And Science College,13.04828,79.91403
9422,Lady Willingdon College Of Education,13.04854,80.28045
9423,Kaliyamman Kovil,13.04899,80.19217
9421,Vadapalani Bus Stand,13.04851,80.20610
9424,Kaliyamman Kovil,13.04909,80.19218
9425,Sooriya Hospital,13.04922,80.20389
9426,Elumalai Polytechnic,13.04929,80.16617
9427,Sooriya Hospital,13.04933,80.20379
9428,Kallarai,13.04934,80.10559
9429,Elumalai Polytechnic,13.04939,80.16620
9430,Bsnl Exchange,13.04958,80.08898
9431,Kamala Theatre,13.04960,80.20928
9432,Vadapalani Kovil,13.04979,80.21190
9433,Vadapalani Kovil,13.04980,80.21210
9434,Tasmac Wine Shop,13.05007,80.14916
9435,Tasmac Wine Shop,13.05009,80.14921
9436,Poonamallee Government Hospital,13.05036,80.09946
9438,Prasad Thetre,13.05072,80.20382
9439,Prasad Thetre,13.05074,80.20391
9440,Poonamallee,13.05086,80.09371
9441,Vidyodaya School Valluvar Kottam,13.05095,80.24058
9442,Vidyodaya School Valluvar Kottam,13.05113,80.24046
9443,Gemini P H,13.05162,80.25035
9444,Gemini P H,13.05184,80.25012
9445,Vidyodaya School,13.05222,80.24124
9446,Senneerkuppam Electronic Board House,13.05232,80.11273
9447,Sri Devi Nagar,13.05243,80.17755
9448,Sri Devi Nagar,13.05253,80.17759
9437,Poonamallee,13.05045,80.09317
9450,Radha Nagar,13.05278,80.17679
9451,Varadharajapuram,13.05279,80.08270
9452,Radha Nagar,13.05282,80.17685
9454,Josiyar Street,13.05288,80.24515
9455,Meersahibpet Market,13.05341,80.26860
9456,Meersahibpet Market,13.05349,80.26899
9458,Erikkarai Rk Nursery,13.05383,80.18889
9459,Erikkarai Rk Nursery,13.05386,80.18892
9472,Kamarajar Salai,13.05500,80.18489
9460,Royapettah Hospital,13.05391,80.26425
9462,Ganga Nagar,13.05401,80.17594
9463,Ganga Nagar,13.05405,80.17589
9464,New College,13.05407,80.26108
9465,Meenakshi College,13.05409,80.22791
9466,New College,13.05421,80.26156
9467,Saligramam,13.05423,80.20405
9469,Saligramam,13.05440,80.20415
9470,Virugambakkam Burial Ground,13.05465,80.18723
9471,Virugambakkam Burial Ground,13.05469,80.18719
9461,Saligramam Bus Stand,13.05394,80.19691
9473,Kamarajar Salai,13.05505,80.18484
9474,Gandhi Street,13.05535,80.17799
9475,Gandhi Street,13.05537,80.17794
9476,Rajiv Nagar,13.05583,80.14913
9477,Chathram Village,13.05614,79.91267
9478,Senneerkuppam,13.05648,80.11399
9468,Varadharajapuram,13.05432,80.08127
9480,Mettukuppam,13.05660,80.17396
9481,Mettukuppam,13.05667,80.17401
9482,Velammal Vidayalaya Vanagaram,13.05670,80.15449
9483,Tennis Court,13.05671,80.14408
9484,Velammal Vidayalaya Vanagaram,13.05680,80.15447
9485,Income Tax Office,13.05707,80.24856
9486,Fish Market,13.05718,80.14921
9498,Mahalingapuram,13.05757,80.23492
9488,Kelet High School,13.05729,80.27405
9489,Dasarathapuram,13.05734,80.20403
9490,Kelet High School,13.05737,80.27397
9491,Income Tax Office,13.05737,80.24865
9493,Acs Medical College,13.05742,80.12834
9494,Alamelu Kalyana Mandapam,13.05744,80.16637
9495,Mr School,13.05756,80.18096
9496,Mr School,13.05762,80.18091
9497,Mahalingapuram,13.05783,80.23483
9499,Vedanta Academy,13.05815,80.14390
9500,Acs Medical College,13.05818,80.12882
9502,Pushpa Nagar,13.05836,80.24070
9492,Dasarathapuram,13.05738,80.20415
9503,Amir Mahal Royapettah,13.05861,80.26929
9504,Amir Mahal Royapettah,13.05862,80.26861
9505,Big Street,13.05870,80.27544
9506,Big Street,13.05879,80.27563
9507,Pushpa Nagar,13.05887,80.24012
9508,Rathna Cafe Bharathi Salai Triplicane,13.05888,80.27423
9511,Triplicane Post Office,13.06049,80.27435
9518,Alapakkam Maduravoyal,13.06120,80.16388
9514,Madhiravedu,13.06093,80.13469
9515,Madhiravedu,13.06101,80.13468
9516,Velappanchavadi,13.06112,80.13856
9519,Velappanchavadi,13.06140,80.13888
9520,Maduravoyal,13.06155,80.15977
9521,Vanagaram Signal,13.06158,80.15156
9509,Rathna Cafe Bharathi Salai Triplicane,13.05895,80.27424
9513,Vaanagaram,13.06067,80.15520
9510,Vaanagaram,13.06043,80.15497
9522,Vanagaram Signal,13.06169,80.15150
9524,Vathal Thottam,13.06204,80.11299
9523,Kumar Theatre,13.06187,80.14952
9526,Vathal Thottam,13.06230,80.11279
9528,Madhiravedu Pillayar Kovil,13.06232,80.13531
9532,Cdn Nagar,13.06280,80.17959
9533,Cdn Nagar,13.06288,80.17945
9530,Nungambakkam,13.08385,80.20854
9529,Sakthi Nagar,13.06262,80.18203
9531,Sakthi Nagar,13.06275,80.18188
9534,Sterling Road,13.06310,80.24437
9535,Quaid E Millath Arts College,13.06311,80.26191
9537,Ezhilagam,13.06392,80.28340
9538,Ezhilagam,13.06392,80.28336
9539,Mettu Street,13.06394,80.12597
9540,Mettu Street,13.06399,80.12599
9541,Maduravoyal Post Office,13.06426,80.17157
9542,Maduravoyal Post Office,13.06482,80.17184
9543,Shenbaa Nurushing College,13.06519,80.12383
9544,Parivakkam Chatram,13.06523,80.09837
9545,Shenbaa Nurushing College,13.06526,80.12380
